timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
133181.37349066668, -0.9013824462890625, -0.119354248046875, -0.28729248046875, -0.6635020971298218, -0.19525417685508728, -0.11933225393295288
133181.38355466668, -0.8905181884765625, -0.1139068603515625, -0.2800750732421875, -0.6934781074523926, -0.17843365669250488, -0.134325310587883
133181.39361766668, -0.8935699462890625, -0.1165924072265625, -0.2563323974609375, -0.7373962998390198, -0.175530806183815, -0.14225035905838013
133181.40368066667, -0.9073333740234375, -0.118499755859375, -0.2247467041015625, -0.786700963973999, -0.16168902814388275, -0.14891038835048676
133181.41374366666, -0.909515380859375, -0.117431640625, -0.1965179443359375, -0.8340924382209778, -0.14645043015480042, -0.15083211660385132
133181.4238066667, -0.9113922119140625, -0.113311767578125, -0.1809844970703125, -0.8754037022590637, -0.1135483980178833, -0.1503751277923584
133181.43386966668, -0.9138031005859375, -0.1091766357421875, -0.1740875244140625, -0.9216893911361694, -0.11835221201181412, -0.1429731398820877
133181.44393266668, -0.9095916748046875, -0.096466064453125, -0.1606903076171875, -0.9868263602256775, -0.15871667861938477, -0.13305579125881195
133181.45399566667, -0.9096221923828125, -0.09906005859375, -0.1639556884765625, -1.0281703472137451, -0.19721932709217072, -0.11880601197481155
133181.46405966667, -0.91796875, -0.10919189453125, -0.1816864013671875, -1.0465143918991089, -0.21009758114814758, -0.10839784890413284
133181.47412266667, -0.927520751953125, -0.1115570068359375, -0.1977386474609375, -1.0608752965927124, -0.20670203864574432, -0.0986727774143219
133181.48418566666, -0.9276123046875, -0.1098785400390625, -0.200592041015625, -1.0691720247268677, -0.19383898377418518, -0.08865929394960403
133181.49424866668, -0.92718505859375, -0.112396240234375, -0.1990203857421875, -1.0666841268539429, -0.16548456251621246, -0.0858861431479454
133181.50431166668, -0.93463134765625, -0.1212310791015625, -0.210662841796875, -1.0415012836456299, -0.14323359727859497, -0.08080244064331055
133181.51437466667, -0.9355316162109375, -0.1337432861328125, -0.2152862548828125, -0.9872024059295654, -0.11607467383146286, -0.07026537507772446
133181.52443766667, -0.937347412109375, -0.1389923095703125, -0.233673095703125, -0.9245434999465942, -0.09709858894348145, -0.05582811310887337
133181.53450066666, -0.93865966796875, -0.130157470703125, -0.2382965087890625, -0.8800258636474609, -0.07726016640663147, -0.04543938860297203
